word,pos,tag,desc
maligned,VERB,VBD,"verb, past tense"
repackaged,VERB,VBN,"verb, past participle"
roaches,VERB,VBZ,"verb, present tense, 3rd person singular"
nought,NOUN,NN,"noun, common, singular or mass"
barbarous,ADJ,JJ,"adjective or numeral, ordinal"
expressiveness,NOUN,NN,"noun, common, singular or mass"
sinker,NOUN,NN,"noun, common, singular or mass"
unpredictability,NOUN,NN,"noun, common, singular or mass"
dux,X,FW,foreign word
pulsars,NOUN,NNS,"noun, common, plural"
aphrodisiacs,NOUN,NNS,"noun, common, plural"
writhing,VERB,VBG,"verb, present participle or gerund"
scrapie,NOUN,NN,"noun, common, singular or mass"
enticed,VERB,VBN,"verb, past participle"
mufti,NOUN,NN,"noun, common, singular or mass"
gasps,NOUN,NNS,"noun, common, plural"
exclaim,VERB,VB,"verb, base form"
rehash,VERB,VB,"verb, base form"
littering,VERB,VBG,"verb, present participle or gerund"
enlace,NOUN,NN,"noun, common, singular or mass"
vestiges,NOUN,NNS,"noun, common, plural"
rustling,VERB,VBG,"verb, present participle or gerund"
brainwave,NOUN,NN,"noun, common, singular or mass"
purist,NOUN,NN,"noun, common, singular or mass"
recaptured,VERB,VBD,"verb, past tense"
formulaic,ADJ,JJ,"adjective or numeral, ordinal"
earthworm,VERB,VB,"verb, base form"
phonemes,VERB,VBZ,"verb, present tense, 3rd person singular"
marauders,NOUN,NNS,"noun, common, plural"
spars,VERB,VBZ,"verb, present tense, 3rd person singular"
dished,ADJ,JJ,"adjective or numeral, ordinal"
corned,VERB,VBD,"verb, past tense"
lifeguards,NOUN,NNS,"noun, common, plural"
howls,VERB,VBZ,"verb, present tense, 3rd person singular"
answerable,ADJ,JJ,"adjective or numeral, ordinal"
inky,ADJ,JJ,"adjective or numeral, ordinal"
triplicate,VERB,VB,"verb, base form"
pectoral,ADJ,JJ,"adjective or numeral, ordinal"
sneer,VERB,VB,"verb, base form"
stickiness,NOUN,NN,"noun, common, singular or mass"
cataclysmic,ADJ,JJ,"adjective or numeral, ordinal"
curia,NOUN,NNS,"noun, common, plural"
hustlers,NOUN,NNS,"noun, common, plural"
allay,VERB,VB,"verb, base form"
derision,NOUN,NN,"noun, common, singular or mass"
parachuting,VERB,VBG,"verb, present participle or gerund"
dutifully,ADV,RB,adverb
installable,ADJ,JJ,"adjective or numeral, ordinal"
octavo,INTJ,UH,interjection
orangutan,ADJ,JJ,"adjective or numeral, ordinal"
maddening,VERB,VBG,"verb, present participle or gerund"
falconry,VERB,VB,"verb, base form"
lexicons,NOUN,NNS,"noun, common, plural"
bailout,NOUN,NN,"noun, common, singular or mass"
preconceptions,NOUN,NNS,"noun, common, plural"
middlemen,NOUN,NNS,"noun, common, plural"
plundered,VERB,VBN,"verb, past participle"
marchers,NOUN,NNS,"noun, common, plural"
reformatting,VERB,VBG,"verb, present participle or gerund"
decry,VERB,VB,"verb, base form"
annulus,NOUN,NN,"noun, common, singular or mass"
conspirator,NOUN,NN,"noun, common, singular or mass"
luring,VERB,VBG,"verb, present participle or gerund"
promiscuity,NOUN,NN,"noun, common, singular or mass"
gallantry,NOUN,NN,"noun, common, singular or mass"
hewn,ADJ,JJ,"adjective or numeral, ordinal"
whisked,VERB,VBN,"verb, past participle"
outcrops,NOUN,NNS,"noun, common, plural"
interlocutory,ADJ,JJ,"adjective or numeral, ordinal"
desertion,NOUN,NN,"noun, common, singular or mass"
flirts,NOUN,NNS,"noun, common, plural"
alga,NOUN,NN,"noun, common, singular or mass"
acrobatics,NOUN,NNS,"noun, common, plural"
arguable,ADJ,JJ,"adjective or numeral, ordinal"
rumania,NOUN,NN,"noun, common, singular or mass"
demotion,NOUN,NN,"noun, common, singular or mass"
wherewith,ADJ,JJ,"adjective or numeral, ordinal"
circulates,NOUN,NNS,"noun, common, plural"
coldly,ADV,RB,adverb
unencrypted,ADJ,JJ,"adjective or numeral, ordinal"
envoys,NOUN,NNS,"noun, common, plural"
meteorologists,NOUN,NNS,"noun, common, plural"
restorer,NOUN,NN,"noun, common, singular or mass"
botulism,NOUN,NN,"noun, common, singular or mass"
staves,VERB,VBZ,"verb, present tense, 3rd person singular"
coldness,NOUN,NN,"noun, common, singular or mass"
spellbinding,VERB,VBG,"verb, present participle or gerund"
grouchy,ADJ,JJ,"adjective or numeral, ordinal"
mobster,NOUN,NN,"noun, common, singular or mass"
avowed,VERB,VBN,"verb, past participle"
gusty,NOUN,NN,"noun, common, singular or mass"
oodles,NOUN,NNS,"noun, common, plural"
brazier,ADJ,JJR,"adjective, comparative"
castaways,NOUN,NNS,"noun, common, plural"
internationalist,NOUN,NN,"noun, common, singular or mass"
godliness,NOUN,NN,"noun, common, singular or mass"
docile,INTJ,UH,interjection
maliciously,ADV,RB,adverb
showmanship,NOUN,NN,"noun, common, singular or mass"
vole,NOUN,NN,"noun, common, singular or mass"
clutched,ADJ,JJ,"adjective or numeral, ordinal"
cantons,NOUN,NNS,"noun, common, plural"
enveloping,VERB,VBG,"verb, present participle or gerund"
sunscreens,NOUN,NNS,"noun, common, plural"
tangles,NOUN,NNS,"noun, common, plural"
meanest,ADJ,JJS,"adjective, superlative"
aerobatic,ADJ,JJ,"adjective or numeral, ordinal"
refutes,VERB,VBZ,"verb, present tense, 3rd person singular"
sexier,ADJ,JJR,"adjective, comparative"
cardioid,NOUN,NN,"noun, common, singular or mass"
hollows,VERB,VBZ,"verb, present tense, 3rd person singular"
decile,NOUN,NN,"noun, common, singular or mass"
luckiest,ADJ,JJS,"adjective, superlative"
reprogramming,VERB,VBG,"verb, present participle or gerund"
slipstream,NOUN,NN,"noun, common, singular or mass"
officiate,INTJ,UH,interjection
mumble,ADJ,JJ,"adjective or numeral, ordinal"
biannual,ADJ,JJ,"adjective or numeral, ordinal"
congeniality,NOUN,NN,"noun, common, singular or mass"
complicit,ADJ,JJ,"adjective or numeral, ordinal"
substantiation,NOUN,NN,"noun, common, singular or mass"
capitation,NOUN,NN,"noun, common, singular or mass"
songbirds,NOUN,NNS,"noun, common, plural"
oppress,NOUN,NN,"noun, common, singular or mass"
grandfathers,NOUN,NNS,"noun, common, plural"
weatherman,NOUN,NN,"noun, common, singular or mass"
usury,NOUN,NN,"noun, common, singular or mass"
apologises,NOUN,NNS,"noun, common, plural"
coverup,NOUN,NN,"noun, common, singular or mass"
aldehydes,VERB,VBZ,"verb, present tense, 3rd person singular"
greedily,ADV,RB,adverb
streptomycin,PROPN,NNP,"noun, proper, singular"
padlocks,NOUN,NNS,"noun, common, plural"
vizier,NOUN,NN,"noun, common, singular or mass"
nostril,NOUN,NN,"noun, common, singular or mass"
impedes,NOUN,NNS,"noun, common, plural"
tombstones,NOUN,NNS,"noun, common, plural"
wavering,VERB,VBG,"verb, present participle or gerund"
barbarism,NOUN,NN,"noun, common, singular or mass"
autobiographies,NOUN,NNS,"noun, common, plural"
smalls,NOUN,NNS,"noun, common, plural"
playboys,VERB,VBZ,"verb, present tense, 3rd person singular"
surmise,VERB,VB,"verb, base form"
blanch,NOUN,NN,"noun, common, singular or mass"
inscrutable,ADJ,JJ,"adjective or numeral, ordinal"
mugger,NOUN,NN,"noun, common, singular or mass"
underbelly,ADV,RB,adverb
crewed,VERB,VBN,"verb, past participle"
groomer,NOUN,NN,"noun, common, singular or mass"
saluted,VERB,VBD,"verb, past tense"
reducible,ADJ,JJ,"adjective or numeral, ordinal"
protectorate,VERB,VB,"verb, base form"
hieroglyphics,NOUN,NNS,"noun, common, plural"
evacuations,NOUN,NNS,"noun, common, plural"
materialist,NOUN,NN,"noun, common, singular or mass"
landlady,NOUN,NN,"noun, common, singular or mass"
vertebra,NOUN,NNS,"noun, common, plural"
dartboard,NOUN,NN,"noun, common, singular or mass"
blameless,ADJ,JJ,"adjective or numeral, ordinal"
democratisation,NOUN,NN,"noun, common, singular or mass"
newsagent,ADJ,JJ,"adjective or numeral, ordinal"
absurdly,ADV,RB,adverb
garnished,VERB,VBN,"verb, past participle"
probative,NOUN,NN,"noun, common, singular or mass"
corporeal,ADJ,JJ,"adjective or numeral, ordinal"
passivity,NOUN,NN,"noun, common, singular or mass"
partiality,NOUN,NN,"noun, common, singular or mass"
circumscribed,VERB,VBD,"verb, past tense"
anonym,NOUN,NN,"noun, common, singular or mass"
roundabouts,NOUN,NNS,"noun, common, plural"
octaves,VERB,VBZ,"verb, present tense, 3rd person singular"
disposes,VERB,VBZ,"verb, present tense, 3rd person singular"
emanate,VERB,VB,"verb, base form"
staffroom,VERB,VB,"verb, base form"
rummage,NOUN,NN,"noun, common, singular or mass"
legalities,NOUN,NNS,"noun, common, plural"
headstrong,NOUN,NN,"noun, common, singular or mass"
plies,NOUN,NNS,"noun, common, plural"
championing,VERB,VBG,"verb, present participle or gerund"
synchronised,VERB,VBD,"verb, past tense"
bumbling,VERB,VBG,"verb, present participle or gerund"
pickling,VERB,VBG,"verb, present participle or gerund"
refuting,VERB,VBG,"verb, present participle or gerund"
scantily,ADV,RB,adverb
makings,NOUN,NNS,"noun, common, plural"
befriended,ADJ,JJ,"adjective or numeral, ordinal"
professing,VERB,VBG,"verb, present participle or gerund"
nestling,VERB,VBG,"verb, present participle or gerund"
leper,NOUN,NN,"noun, common, singular or mass"
animus,NOUN,NN,"noun, common, singular or mass"
dimple,NOUN,NNS,"noun, common, plural"
starches,NOUN,NNS,"noun, common, plural"
handbrake,NOUN,NN,"noun, common, singular or mass"
noblest,ADJ,JJS,"adjective, superlative"
levitation,NOUN,NN,"noun, common, singular or mass"
supine,ADJ,JJ,"adjective or numeral, ordinal"
bloodthirsty,ADJ,JJ,"adjective or numeral, ordinal"
haemoglobin,NOUN,NN,"noun, common, singular or mass"
weightings,NOUN,NNS,"noun, common, plural"
squint,NOUN,NN,"noun, common, singular or mass"
mistyped,VERB,VBN,"verb, past participle"
vitals,NOUN,NNS,"noun, common, plural"
glasnost,X,FW,foreign word
oldie,VERB,VB,"verb, base form"
lamenting,VERB,VBG,"verb, present participle or gerund"
reaffirming,VERB,VBG,"verb, present participle or gerund"
vindictive,ADJ,JJ,"adjective or numeral, ordinal"
bobbins,VERB,VBZ,"verb, present tense, 3rd person singular"
overtook,VERB,VB,"verb, base form"
triptych,NOUN,NNS,"noun, common, plural"
rifleman,NOUN,NN,"noun, common, singular or mass"
triumphed,VERB,VBN,"verb, past participle"
scanty,NOUN,NN,"noun, common, singular or mass"
overloads,NOUN,NNS,"noun, common, plural"
undaunted,ADJ,JJ,"adjective or numeral, ordinal"
hemming,VERB,VBG,"verb, present participle or gerund"
defiled,VERB,VBD,"verb, past tense"
stillborn,ADJ,JJ,"adjective or numeral, ordinal"
faltering,VERB,VBG,"verb, present participle or gerund"
overrule,VERB,VB,"verb, base form"
humanists,NOUN,NNS,"noun, common, plural"
eke,VERB,VB,"verb, base form"
constructivism,NOUN,NN,"noun, common, singular or mass"
obstetrician,ADJ,JJ,"adjective or numeral, ordinal"
conceited,VERB,VBD,"verb, past tense"
neonate,ADJ,JJ,"adjective or numeral, ordinal"
laymen,NOUN,NNS,"noun, common, plural"
shopkeepers,NOUN,NNS,"noun, common, plural"
mortification,NOUN,NN,"noun, common, singular or mass"
monogamy,NOUN,NN,"noun, common, singular or mass"
combats,VERB,VBZ,"verb, present tense, 3rd person singular"
indulgences,NOUN,NNS,"noun, common, plural"
aquaria,NOUN,NN,"noun, common, singular or mass"
fattening,VERB,VBG,"verb, present participle or gerund"
drench,NOUN,NN,"noun, common, singular or mass"
stupidest,ADJ,JJS,"adjective, superlative"
revisits,NOUN,NNS,"noun, common, plural"
legibly,ADV,RB,adverb
digesting,VERB,VBG,"verb, present participle or gerund"
undelivered,ADJ,JJ,"adjective or numeral, ordinal"
cupola,NOUN,NN,"noun, common, singular or mass"
polythene,NOUN,NN,"noun, common, singular or mass"
uncontrollably,ADV,RB,adverb
impermissible,ADJ,JJ,"adjective or numeral, ordinal"
flan,NOUN,NN,"noun, common, singular or mass"
idleness,NOUN,NN,"noun, common, singular or mass"
arbitrate,NOUN,NN,"noun, common, singular or mass"
muons,NOUN,NNS,"noun, common, plural"
redheaded,ADJ,JJ,"adjective or numeral, ordinal"
lunge,NOUN,NN,"noun, common, singular or mass"
closers,NOUN,NNS,"noun, common, plural"
minuet,NOUN,NNS,"noun, common, plural"
entombed,VERB,VBN,"verb, past participle"
diverged,VERB,VBN,"verb, past participle"
spouts,NOUN,NNS,"noun, common, plural"
pontifical,ADJ,JJ,"adjective or numeral, ordinal"
glided,VERB,VBN,"verb, past participle"
tetrachloride,ADJ,JJ,"adjective or numeral, ordinal"
craziest,ADJ,JJS,"adjective, superlative"
sleeplessness,NOUN,NN,"noun, common, singular or mass"
axed,VERB,VBD,"verb, past tense"
overdone,NOUN,NN,"noun, common, singular or mass"
ripoff,ADV,RB,adverb
revulsion,NOUN,NN,"noun, common, singular or mass"
overheated,VERB,VBD,"verb, past tense"
deflectors,NOUN,NNS,"noun, common, plural"
fishhooks,NOUN,NNS,"noun, common, plural"
cleanses,VERB,VBZ,"verb, present tense, 3rd person singular"
secondment,ADJ,JJ,"adjective or numeral, ordinal"
criticising,VERB,VBG,"verb, present participle or gerund"
porpoise,ADJ,JJ,"adjective or numeral, ordinal"
backless,NOUN,NN,"noun, common, singular or mass"
herbivores,VERB,VBZ,"verb, present tense, 3rd person singular"
hosed,VERB,VBN,"verb, past participle"
elitists,NOUN,NNS,"noun, common, plural"
doormat,NOUN,NN,"noun, common, singular or mass"
dribbling,VERB,VBG,"verb, present participle or gerund"
mouthwash,NOUN,NN,"noun, common, singular or mass"
liquefaction,NOUN,NN,"noun, common, singular or mass"
troglodytes,NOUN,NNS,"noun, common, plural"
fanned,VERB,VBD,"verb, past tense"
wagging,VERB,VBG,"verb, present participle or gerund"
germinate,ADJ,JJ,"adjective or numeral, ordinal"
chrysanthemums,NOUN,NNS,"noun, common, plural"
wrens,VERB,VBZ,"verb, present tense, 3rd person singular"
volcanism,NOUN,NN,"noun, common, singular or mass"
ruminants,NOUN,NNS,"noun, common, plural"
misdeeds,NOUN,NNS,"noun, common, plural"
prioritisation,NOUN,NN,"noun, common, singular or mass"
farrier,NOUN,NN,"noun, common, singular or mass"
earnestness,NOUN,NN,"noun, common, singular or mass"
wetted,VERB,VBD,"verb, past tense"
tenon,NOUN,NN,"noun, common, singular or mass"
shockers,NOUN,NNS,"noun, common, plural"
teheran,NOUN,NN,"noun, common, singular or mass"
monolingual,ADJ,JJ,"adjective or numeral, ordinal"
undercurrent,NOUN,NN,"noun, common, singular or mass"
steerage,NOUN,NN,"noun, common, singular or mass"
quip,INTJ,UH,interjection
taxonomies,NOUN,NNS,"noun, common, plural"
denatured,VERB,VBD,"verb, past tense"
subjectively,ADV,RB,adverb
disrepair,NOUN,NN,"noun, common, singular or mass"
filamentous,ADJ,JJ,"adjective or numeral, ordinal"
polyp,NOUN,NN,"noun, common, singular or mass"
incompressible,ADJ,JJ,"adjective or numeral, ordinal"
granary,NOUN,NN,"noun, common, singular or mass"
ecliptic,ADJ,JJ,"adjective or numeral, ordinal"
befitting,VERB,VBG,"verb, present participle or gerund"
statuses,NOUN,NNS,"noun, common, plural"
expandability,NOUN,NN,"noun, common, singular or mass"
whitish,NOUN,NN,"noun, common, singular or mass"
melanin,INTJ,UH,interjection
irreconcilable,ADJ,JJ,"adjective or numeral, ordinal"
authentically,ADV,RB,adverb
divorcing,VERB,VBG,"verb, present participle or gerund"
concocted,ADJ,JJ,"adjective or numeral, ordinal"
schnapps,NOUN,NN,"noun, common, singular or mass"
gargantuan,VERB,VB,"verb, base form"
essayist,NOUN,NN,"noun, common, singular or mass"
wallop,NOUN,NN,"noun, common, singular or mass"
carports,NOUN,NNS,"noun, common, plural"
supranational,ADJ,JJ,"adjective or numeral, ordinal"
epicurean,ADJ,JJ,"adjective or numeral, ordinal"
leaver,NOUN,NN,"noun, common, singular or mass"
misrepresenting,VERB,VBG,"verb, present participle or gerund"
blacked,VERB,VBN,"verb, past participle"
pollster,NOUN,NN,"noun, common, singular or mass"
colloids,NOUN,NNS,"noun, common, plural"
minesweeper,ADJ,JJ,"adjective or numeral, ordinal"
subprogram,NOUN,NN,"noun, common, singular or mass"
dowsing,VERB,VBG,"verb, present participle or gerund"
refit,NOUN,NN,"noun, common, singular or mass"
dosed,VERB,VBD,"verb, past tense"
headpiece,NOUN,NN,"noun, common, singular or mass"
bookies,NOUN,NNS,"noun, common, plural"
terrains,NOUN,NNS,"noun, common, plural"
unwashed,ADJ,JJ,"adjective or numeral, ordinal"
detaining,VERB,VBG,"verb, present participle or gerund"
oaf,NUM,CD,"numeral, cardinal"
virtuosity,NOUN,NN,"noun, common, singular or mass"
shod,ADJ,JJ,"adjective or numeral, ordinal"
magnolias,NOUN,NNS,"noun, common, plural"
oratorio,NOUN,NN,"noun, common, singular or mass"
befall,ADV,RB,adverb
figment,NOUN,NN,"noun, common, singular or mass"
anodes,NOUN,NNS,"noun, common, plural"
wearily,ADV,RB,adverb
northernmost,ADV,RB,adverb
enchanter,NOUN,NN,"noun, common, singular or mass"
glazier,NOUN,NN,"noun, common, singular or mass"
theistic,ADJ,JJ,"adjective or numeral, ordinal"
unscientific,ADJ,JJ,"adjective or numeral, ordinal"
withstood,NOUN,NN,"noun, common, singular or mass"
permeation,NOUN,NN,"noun, common, singular or mass"
anchovy,NOUN,NN,"noun, common, singular or mass"
heaviness,NOUN,NN,"noun, common, singular or mass"
knapsack,NOUN,NN,"noun, common, singular or mass"
eroticism,NOUN,NN,"noun, common, singular or mass"
consciences,NOUN,NNS,"noun, common, plural"
extinctions,NOUN,NNS,"noun, common, plural"
prototypical,ADJ,JJ,"adjective or numeral, ordinal"
inflected,VERB,VBN,"verb, past participle"
linseed,VERB,VB,"verb, base form"
staccato,NOUN,NN,"noun, common, singular or mass"
polyhedral,ADJ,JJ,"adjective or numeral, ordinal"
waistline,NOUN,NN,"noun, common, singular or mass"
dodged,VERB,VBD,"verb, past tense"
refusals,NOUN,NNS,"noun, common, plural"
refuelling,VERB,VBG,"verb, present participle or gerund"
mutational,ADJ,JJ,"adjective or numeral, ordinal"
impermeable,ADJ,JJ,"adjective or numeral, ordinal"
cacophony,NOUN,NN,"noun, common, singular or mass"
outrages,NOUN,NNS,"noun, common, plural"
cuneiform,NOUN,NN,"noun, common, singular or mass"
footstool,VERB,VB,"verb, base form"
lectern,ADJ,JJ,"adjective or numeral, ordinal"
romancing,VERB,VBG,"verb, present participle or gerund"
uncircumcised,ADJ,JJ,"adjective or numeral, ordinal"
emblazoned,VERB,VBN,"verb, past participle"
gravitate,NOUN,NN,"noun, common, singular or mass"
wrangling,VERB,VBG,"verb, present participle or gerund"
finned,VERB,VBN,"verb, past participle"
looses,NOUN,NNS,"noun, common, plural"
confiscate,VERB,VB,"verb, base form"
bloods,NOUN,NNS,"noun, common, plural"
odours,NOUN,NNS,"noun, common, plural"
restorers,VERB,VBZ,"verb, present tense, 3rd person singular"
mongrel,VERB,VB,"verb, base form"
vaccinate,VERB,VB,"verb, base form"
forewarned,VERB,VBD,"verb, past tense"
degenerated,VERB,VBD,"verb, past tense"
eventide,NOUN,NN,"noun, common, singular or mass"
hashish,NOUN,NN,"noun, common, singular or mass"
inhalers,NOUN,NNS,"noun, common, plural"
impairing,VERB,VBG,"verb, present participle or gerund"
dispossessed,VERB,VBN,"verb, past participle"
uncommitted,ADJ,JJ,"adjective or numeral, ordinal"
meagre,VERB,VB,"verb, base form"
mopping,VERB,VBG,"verb, present participle or gerund"
reconnecting,VERB,VBG,"verb, present participle or gerund"
chintz,ADJ,JJ,"adjective or numeral, ordinal"
nebulous,ADJ,JJ,"adjective or numeral, ordinal"
slink,VERB,VB,"verb, base form"
misspelling,VERB,VBG,"verb, present participle or gerund"
gainful,ADJ,JJ,"adjective or numeral, ordinal"
aldrin,NOUN,NN,"noun, common, singular or mass"
droll,NOUN,NN,"noun, common, singular or mass"
